,Name,From,To,Height,Weight,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
whitejo01 1974,Jo Jo White,1970,1981,6-3,190,27,BOS,NBA,PG,18,,42.5,7.3,17.2,.426,,,,7.3,17.2,.426,.426,1.9,2.6,.739,0.9,3.2,4.2,5.4,0.8,0.1,,3.1,16.6
whitejo01 1975,Jo Jo White,1970,1981,6-3,190,28,BOS,NBA,PG,11,,42.0,9.1,20.6,.441,,,,9.1,20.6,.441,.441,2.5,3.0,.818,1.6,2.9,4.5,5.7,1.0,0.4,,2.9,20.6
whitejo01 1976,Jo Jo White,1970,1981,6-3,190,29,BOS,NBA,PG,18,,43.9,9.2,20.6,.445,,,,9.2,20.6,.445,.445,4.3,5.3,.821,0.7,3.3,3.9,5.4,1.3,0.1,,2.8,22.7
whitejo01 1977,Jo Jo White,1970,1981,6-3,190,30,BOS,NBA,PG,9,,43.9,10.1,22.3,.453,,,,10.1,22.3,.453,.453,3.1,3.7,.848,1.1,3.2,4.3,5.8,1.6,0.0,,3.0,23.3
whitera01 1990,Randy White,1990,1994,6-8,240,22,DAL,NBA,PF,1,0,2.0,0.0,0.0,,0.0,0.0,,0.0,0.0,,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
whitero01 1983,Rory White,1983,1987,6-8,210,23,PHO,NBA,SF,3,,13.3,2.3,4.7,.500,0.0,0.3,.000,2.3,4.3,.538,.500,0.7,1.3,.500,0.3,3.0,3.3,0.0,0.0,0.0,0.3,1.3,5.3
whiteru01 1977,Rudy White,1976,1981,6-2,195,23,HOU,NBA,SG,1,,2.0,1.0,3.0,.333,,,,1.0,3.0,.333,.333,0.0,0.0,,1.0,0.0,1.0,0.0,1.0,0.0,,0.0,2.0
whitero02 2002,Rodney White,2002,2005,6-9,238,21,DET,NBA,SF,1,0,2.0,0.0,1.0,.000,0.0,0.0,,0.0,1.0,.000,.000,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
whitero02 2004,Rodney White,2002,2005,6-9,238,23,DEN,NBA,SF,4,0,6.5,1.0,3.8,.267,0.0,0.8,.000,1.0,3.0,.333,.267,0.0,0.0,,0.3,1.0,1.3,0.0,0.5,0.0,0.5,0.8,2.0
whitewi01 1985,Willie White,1985,1986,6-3,195,22,DEN,NBA,SG,10,3,12.3,2.7,5.7,.474,0.2,0.3,.667,2.5,5.4,.463,.491,0.7,1.2,.583,0.9,0.8,1.7,1.7,0.5,0.0,1.6,0.6,6.3
whitewi01 1986,Willie White,1985,1986,6-3,195,23,DEN,NBA,SG,4,0,5.3,0.5,1.8,.286,0.3,1.0,.250,0.3,0.8,.333,.357,0.0,0.0,,0.3,0.5,0.8,1.5,0.3,0.0,0.5,1.0,1.3
whiteje01 1987,Jerome Whitehead,1979,1989,6-10,220,30,GSW,NBA,C,10,0,10.0,0.9,2.7,.333,0.0,0.0,,0.9,2.7,.333,.333,0.4,1.0,.400,0.5,0.9,1.4,0.3,0.2,0.2,0.1,2.2,2.2
whitnch01 1997,Chris Whitney,1994,2004,6-0,168,25,WSB,NBA,PG,3,0,6.7,0.7,1.7,.400,0.7,1.3,.500,0.0,0.3,.000,.600,0.3,0.3,1.000,0.0,0.7,0.7,0.7,0.0,0.0,1.7,0.3,2.3
whitnch01 2003,Chris Whitney,1994,2004,6-0,168,31,ORL,NBA,PG,7,0,15.9,1.1,3.0,.381,0.6,1.3,.444,0.6,1.7,.333,.476,0.3,0.3,1.000,0.4,1.1,1.6,1.0,0.3,0.3,0.3,3.0,3.1
whiteha01 2016,Hassan Whiteside,2011,2022,7-0,265,26,MIA,NBA,C,10,10,29.1,4.7,6.9,.681,0.0,0.0,,4.7,6.9,.681,.681,2.6,4.4,.591,2.6,8.3,10.9,0.3,0.8,2.8,1.3,3.4,12.0
whiteha01 2018,Hassan Whiteside,2011,2022,7-0,265,28,MIA,NBA,C,5,5,15.4,1.8,4.0,.450,0.0,0.0,,1.8,4.0,.450,.450,1.6,2.6,.615,2.0,4.0,6.0,0.2,0.0,1.2,2.4,3.2,5.2
whiteha01 2020,Hassan Whiteside,2011,2022,7-0,265,30,POR,NBA,C,5,3,21.2,2.6,4.8,.542,0.2,0.2,1.000,2.4,4.6,.522,.563,1.4,2.8,.500,1.4,5.6,7.0,0.4,0.2,2.0,1.2,3.4,6.8
whitnha01 1970,Hank Whitney,1968,1970,6-7,230,30,CAR,ABA,PF,4,,15.0,4.3,8.3,.515,0.0,0.0,,4.3,8.3,.515,.515,1.0,2.3,.444,,,5.3,0.5,,,,3.0,9.5
wiggian01 2018,Andrew Wiggins,2015,2022,6-7,197,22,MIN,NBA,SF,5,5,32.8,6.0,13.6,.441,1.4,4.2,.333,4.6,9.4,.489,.493,2.4,4.0,.600,1.0,4.2,5.2,2.0,0.4,0.4,1.8,2.8,15.8
widbyro01 1968,Ron Widby,1968,1968,6-4,210,22,NOB,ABA,,6,,5.2,1.3,3.2,.421,0.3,0.5,.667,1.0,2.7,.375,.474,0.0,0.3,.000,,,2.8,0.2,,,0.3,0.8,3.0
wiermu01 1950,Murray Wier,1950,1950,5-9,155,23,TRI,NBA,,3,,,1.0,3.0,.333,,,,,,,,1.3,2.7,.500,,,,0.0,,,,1.3,3.3
wiesebo01 1962,Bob Wiesenhahn,1962,1962,6-4,215,23,CIN,NBA,SF,2,,3.0,0.5,2.0,.250,,,,,,,,0.5,0.5,1.000,,,1.0,0.0,,,,0.0,1.5
wiggimi01 1985,Mitchell Wiggins,1984,1992,6-4,185,25,HOU,NBA,SG,5,0,9.0,1.8,3.6,.500,0.0,0.0,,1.8,3.6,.500,.500,0.0,0.0,,0.6,0.2,0.8,0.2,0.8,0.0,0.6,1.2,3.6
wiggimi01 1986,Mitchell Wiggins,1984,1992,6-4,185,26,HOU,NBA,SG,20,0,22.2,4.5,9.0,.497,0.0,0.2,.000,4.5,8.8,.506,.497,1.1,1.4,.750,1.9,1.9,3.8,1.6,0.7,0.2,1.4,2.2,10.0
wiggimi01 1990,Mitchell Wiggins,1984,1992,6-4,185,30,HOU,NBA,SG,4,0,12.8,1.8,3.8,.467,0.0,0.0,,1.8,3.8,.467,.467,0.5,0.8,.667,1.0,2.3,3.3,0.5,0.3,0.0,1.0,1.3,4.0
wickssi01 1977,Sidney Wicks,1972,1981,6-8,225,27,BOS,NBA,PF,9,,29.0,4.7,9.0,.519,,,,4.7,9.0,.519,.519,3.8,5.2,.723,2.9,6.3,9.2,1.8,1.4,0.3,,4.1,13.1
wilcoch01 2013,Chris Wilcox,2003,2013,6-10,221,30,BOS,NBA,C,2,0,3.0,0.0,0.0,,0.0,0.0,,0.0,0.0,,,0.0,0.0,,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
wilcudc01 1949,D.C. Wilcutt,1949,1950,6-2,165,25,STB,BAA,,2,,,1.5,3.5,.429,,,,,,,,0.0,0.0,,,,,2.0,,,,1.0,3.0
wilbuke01 1969,Ken Wilburn,1968,1969,6-6,195,24,DNR,ABA,SF,7,,13.3,2.3,4.7,.485,0.0,0.0,,2.3,4.7,.485,.485,0.6,2.3,.250,,,4.6,0.7,,,1.6,3.0,5.1
wilcocj01 2016,C.J. Wilcox,2015,2017,6-5,195,25,LAC,NBA,SG,2,0,3.5,0.0,0.5,.000,0.0,0.0,,0.0,0.5,.000,.000,0.0,0.0,,0.0,0.5,0.5,0.5,0.0,0.0,0.0,0.5,0.0
wileyge01 1963,Gene Wiley,1963,1968,6-10,210,25,LAL,NBA,C,9,,30.9,1.6,3.9,.400,,,,1.6,3.9,.400,.400,0.2,1.7,.133,,,10.8,1.2,,,,3.2,3.3
wileyge01 1964,Gene Wiley,1963,1968,6-10,210,26,LAL,NBA,C,5,,9.6,1.0,1.6,.625,,,,1.0,1.6,.625,.625,0.6,0.6,1.000,,,3.2,0.0,,,,1.8,2.6
wileyge01 1965,Gene Wiley,1963,1968,6-10,210,27,LAL,NBA,C,11,,34.5,3.0,5.4,.559,,,,3.0,5.4,.559,.559,1.0,1.7,.579,,,14.4,2.1,,,,3.7,7.0
wileyge01 1966,Gene Wiley,1963,1968,6-10,210,28,LAL,NBA,C,2,,2.5,0.0,0.5,.000,,,,0.0,0.5,.000,.000,0.0,0.0,,,,0.5,0.0,,,,0.5,0.0
wileymi01 1981,Michael Wiley,1981,1982,6-9,200,23,SAS,NBA,PF,3,,1.7,0.0,0.3,.000,0.0,0.0,,0.0,0.3,.000,.000,0.7,0.7,1.000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7,0.7
wilkeja01 1975,Jamaal Wilkes,1975,1986,6-6,190,21,GSW,NBA,SF,17,,29.6,6.5,14.6,.446,,,,6.5,14.6,.446,.446,1.9,2.8,.702,1.8,5.2,7.0,1.6,1.5,0.8,,3.1,15.0
wilkeja01 1976,Jamaal Wilkes,1975,1986,6-6,190,22,GSW,NBA,SF,13,,34.6,6.6,15.4,.430,,,,6.6,15.4,.430,.430,2.7,3.5,.778,1.9,6.0,7.9,2.2,0.9,0.6,,2.5,15.9
wilkeja01 1977,Jamaal Wilkes,1975,1986,6-6,190,23,GSW,NBA,PF,10,,34.6,6.6,15.4,.429,,,,6.6,15.4,.429,.429,2.3,2.8,.821,1.8,6.2,8.0,1.6,1.6,0.6,,2.3,15.5
wilkeja01 1978,Jamaal Wilkes,1975,1986,6-6,190,24,LAL,NBA,SF,3,,36.0,5.0,10.7,.469,,,,5.0,10.7,.469,.469,2.0,3.7,.545,3.0,5.7,8.7,2.7,1.0,0.3,3.7,4.7,12.0
wilkeja01 1979,Jamaal Wilkes,1975,1986,6-6,190,25,LAL,NBA,SF,8,,38.4,7.6,16.0,.477,,,,7.6,16.0,.477,.477,3.1,4.6,.676,2.5,6.0,8.5,2.0,1.9,0.3,1.9,2.6,18.4
wilkeja01 1980,Jamaal Wilkes,1975,1986,6-6,190,26,LAL,NBA,SF,16,,40.8,8.8,18.4,.476,0.0,0.1,.000,8.8,18.3,.478,.476,2.8,3.4,.815,3.3,4.7,8.0,3.0,1.5,0.3,2.2,3.2,20.3
wilkeja01 1981,Jamaal Wilkes,1975,1986,6-6,190,27,LAL,NBA,SF,3,,37.7,7.0,16.0,.438,0.0,0.3,.000,7.0,15.7,.447,.438,4.0,6.0,.667,1.3,1.3,2.7,1.3,0.3,0.3,1.3,3.3,18.0
wilkeja01 1982,Jamaal Wilkes,1975,1986,6-6,190,28,LAL,NBA,SF,14,,38.2,8.6,17.2,.502,0.0,0.1,.000,8.6,17.1,.504,.502,2.7,3.5,.776,2.9,2.1,5.0,2.6,1.1,0.2,2.9,3.1,20.0
wilkeja01 1983,Jamaal Wilkes,1975,1986,6-6,190,29,LAL,NBA,SF,15,,39.3,9.1,18.2,.498,0.0,0.1,.000,9.1,18.1,.502,.498,1.8,2.9,.614,2.8,3.2,6.0,3.4,1.3,0.7,2.2,3.4,19.9
wilkeja01 1984,Jamaal Wilkes,1975,1986,6-6,190,30,LAL,NBA,SF,14,,14.0,2.0,5.0,.400,0.0,0.1,.000,2.0,4.9,.406,.400,0.5,0.8,.636,0.7,1.1,1.9,0.6,0.3,0.1,0.5,1.9,4.5
wilfowi01 1958,Win Wilfong,1958,1961,6-2,185,24,STL,NBA,PG,11,,14.7,1.7,6.3,.275,,,,,,,,2.1,3.0,.697,,,3.7,2.3,,,,2.2,5.5
wilfowi01 1959,Win Wilfong,1958,1961,6-2,185,25,STL,NBA,PG,5,,9.2,1.4,3.8,.368,,,,,,,,1.0,1.2,.833,,,1.2,0.6,,,,1.4,3.8
wilkeja02 1981,James Wilkes,1981,1983,6-7,195,22,CHI,NBA,SF,2,,2.5,0.0,0.5,.000,0.0,0.0,,0.0,0.5,.000,.000,0.0,0.0,,0.0,0.5,0.5,0.5,0.5,0.0,1.0,0.0,0.0
wilkele01 1961,Lenny Wilkens,1961,1975,6-1,180,23,STL,NBA,PG,12,,36.4,5.3,13.8,.380,,,,,,,,3.7,4.8,.759,,,6.0,3.5,,,,4.3,14.2
wilkele01 1963,Lenny Wilkens,1961,1975,6-1,180,25,STL,NBA,PG,11,,36.4,5.2,14.0,.370,,,,,,,,3.4,4.5,.755,,,6.3,6.3,,,,4.6,13.7
wilkele01 1964,Lenny Wilkens,1961,1975,6-1,180,26,STL,NBA,PG,12,,34.4,5.3,11.9,.448,,,,,,,,3.7,4.8,.759,,,5.0,5.3,,,,3.5,14.3
wilkele01 1965,Lenny Wilkens,1961,1975,6-1,180,27,STL,NBA,PG,4,,36.8,5.0,14.3,.351,,,,,,,,6.0,7.3,.828,,,3.0,3.8,,,,3.5,16.0
wilkele01 1966,Lenny Wilkens,1961,1975,6-1,180,28,STL,NBA,PG,10,,39.1,5.7,14.3,.399,,,,,,,,5.7,8.3,.687,,,5.4,7.0,,,,4.3,17.1
wilkele01 1967,Lenny Wilkens,1961,1975,6-1,180,29,STL,NBA,PG,9,,42.0,6.4,16.1,.400,,,,,,,,8.6,10.0,.856,,,7.6,7.2,,,,3.8,21.4
wilkele01 1968,Lenny Wilkens,1961,1975,6-1,180,30,STL,NBA,PG,6,,39.5,6.7,15.2,.440,,,,,,,,5.0,6.7,.750,,,6.3,7.8,,,,3.8,18.3
wilkied01 1989,Eddie Lee Wilkins,1985,1993,6-10,220,26,NYK,NBA,C,7,0,3.7,0.7,1.6,.455,0.0,0.0,,0.7,1.6,.455,.455,0.7,1.4,.500,0.7,0.9,1.6,0.0,0.0,0.0,0.6,0.4,2.1
wilkied01 1990,Eddie Lee Wilkins,1985,1993,6-10,220,27,NYK,NBA,C,7,0,7.7,1.3,2.6,.500,0.0,0.0,,1.3,2.6,.500,.500,0.9,1.6,.545,0.7,0.9,1.6,0.0,0.3,0.0,0.3,1.0,3.4
wilkied01 1991,Eddie Lee Wilkins,1985,1993,6-10,220,28,NYK,NBA,C,1,0,13.0,4.0,6.0,.667,0.0,0.0,,4.0,6.0,.667,.667,1.0,2.0,.500,2.0,0.0,2.0,0.0,0.0,0.0,2.0,4.0,9.0
wilkebo01 1978,Bob Wilkerson,1977,1983,6-6,195,23,DEN,NBA,SF,13,,32.8,3.6,9.8,.370,,,,3.6,9.8,.370,.370,2.0,3.2,.619,1.5,3.9,5.5,6.0,1.5,0.3,1.9,4.2,9.2
wilkebo01 1979,Bob Wilkerson,1977,1983,6-6,195,24,DEN,NBA,SF,3,,33.7,4.7,11.3,.412,,,,4.7,11.3,.412,.412,0.3,1.0,.333,2.3,6.3,8.7,5.0,1.0,0.3,2.0,2.3,9.7
wilkebo01 1981,Bob Wilkerson,1977,1983,6-6,195,26,CHI,NBA,SG,6,,25.3,4.2,9.8,.424,0.0,0.2,.000,4.2,9.7,.431,.424,0.8,0.8,1.000,1.0,1.7,2.7,2.3,0.8,0.2,1.8,2.2,9.2
wilkida02 2005,Damien Wilkins,2005,2018,6-6,225,25,SEA,NBA,SF,7,0,19.4,2.3,5.1,.444,0.4,1.6,.273,1.9,3.6,.520,.486,0.6,1.3,.444,1.3,1.3,2.6,0.4,1.4,0.1,1.1,2.4,5.6
wilkida02 2011,Damien Wilkins,2005,2018,6-6,225,31,ATL,NBA,SF,8,0,4.9,0.9,1.6,.538,0.0,0.3,.000,0.9,1.4,.636,.538,0.0,0.0,,0.4,0.6,1.0,0.1,0.3,0.3,0.3,0.3,1.8
wilkido01 1983,Dominique Wilkins,1983,1999,6-8,215,23,ATL,NBA,SF,3,,36.3,5.7,14.0,.405,0.3,0.3,1.000,5.3,13.7,.390,.417,4.0,4.7,.857,2.7,2.3,5.0,0.3,0.7,0.3,3.3,3.0,15.7
wilkido01 1984,Dominique Wilkins,1983,1999,6-8,215,24,ATL,NBA,SF,5,,39.4,7.0,16.8,.417,0.0,0.2,.000,7.0,16.6,.422,.417,5.2,6.2,.839,4.2,4.0,8.2,2.2,2.4,0.2,3.0,2.6,19.2
wilkido01 1986,Dominique Wilkins,1983,1999,6-8,215,26,ATL,NBA,SF,9,9,40.0,10.4,24.1,.433,0.1,0.6,.200,10.3,23.6,.439,.435,7.6,8.8,.861,2.2,3.8,6.0,2.8,1.0,0.2,3.3,2.7,28.6
wilkido01 1987,Dominique Wilkins,1983,1999,6-8,215,27,ATL,NBA,SF,9,9,40.0,9.6,23.3,.410,0.3,1.1,.300,9.2,22.2,.415,.417,7.3,8.2,.892,3.0,4.8,7.8,2.8,1.8,0.9,2.9,2.8,26.8
wilkido01 1988,Dominique Wilkins,1983,1999,6-8,215,28,ATL,NBA,SF,12,12,39.4,11.4,25.0,.457,0.3,1.5,.222,11.1,23.5,.472,.463,8.0,10.4,.768,3.1,3.3,6.4,2.8,1.3,0.5,2.5,2.0,31.2
wilkido01 1989,Dominique Wilkins,1983,1999,6-8,215,29,ATL,NBA,SF,5,5,42.4,10.4,23.2,.448,1.0,3.4,.294,9.4,19.8,.475,.470,5.4,7.6,.711,2.0,3.4,5.4,3.4,0.8,1.6,2.4,1.0,27.2
wilkido01 1991,Dominique Wilkins,1983,1999,6-8,215,31,ATL,NBA,SF,5,5,39.0,7.0,18.8,.372,0.4,3.0,.133,6.6,15.8,.418,.383,6.4,7.0,.914,1.2,5.2,6.4,2.6,1.8,1.0,2.2,1.6,20.8
wilkido01 1993,Dominique Wilkins,1983,1999,6-8,215,33,ATL,NBA,SF,3,3,37.7,10.7,25.0,.427,1.0,4.0,.250,9.7,21.0,.460,.447,7.7,10.0,.767,4.0,1.3,5.3,3.0,1.0,0.3,3.3,2.7,30.0
wilkido01 1995,Dominique Wilkins,1983,1999,6-8,215,35,BOS,NBA,SF,4,4,37.5,6.5,15.3,.426,2.0,4.3,.471,4.5,11.0,.409,.492,4.0,4.5,.889,4.3,6.5,10.8,2.0,0.5,0.8,2.3,1.8,19.0
wilkido01 1999,Dominique Wilkins,1983,1999,6-8,215,39,ORL,NBA,SF,1,0,3.0,1.0,2.0,.500,0.0,0.0,,1.0,2.0,.500,.500,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
wilkije01 1984,Jeff Wilkins,1981,1986,6-11,230,28,UTA,NBA,C,11,,18.6,2.7,5.2,.526,0.0,0.0,,2.7,5.2,.526,.526,1.5,2.0,.773,0.9,3.5,4.5,0.5,0.0,0.5,1.0,2.9,7.0
wilkije01 1985,Jeff Wilkins,1981,1986,6-11,230,29,UTA,NBA,C,10,0,25.7,5.1,11.8,.432,0.0,0.1,.000,5.1,11.7,.436,.432,2.7,3.5,.771,1.3,5.0,6.3,1.3,0.4,0.5,1.5,2.7,12.9
wilkije01 1986,Jeff Wilkins,1981,1986,6-11,230,30,SAS,NBA,C,3,0,5.3,0.0,0.3,.000,0.0,0.0,,0.0,0.3,.000,.000,0.0,0.0,,0.0,1.0,1.0,0.0,0.0,0.7,0.0,2.0,0.0
wilkige01 1988,Gerald Wilkins,1986,1999,6-6,185,24,NYK,NBA,SG,4,4,37.3,8.3,17.3,.478,0.5,1.0,.500,7.8,16.3,.477,.493,3.0,3.5,.857,0.3,1.8,2.0,4.8,1.0,0.0,2.8,3.0,20.0
wilkige01 1989,Gerald Wilkins,1986,1999,6-6,185,25,NYK,NBA,SG,9,9,32.2,7.0,14.6,.481,0.1,1.1,.100,6.9,13.4,.512,.485,2.0,2.6,.783,1.0,2.7,3.7,4.7,1.3,0.3,2.4,3.0,16.1
wilkige01 1990,Gerald Wilkins,1986,1999,6-6,185,26,NYK,NBA,SG,10,10,31.9,6.3,13.7,.460,0.2,0.8,.250,6.1,12.9,.473,.467,1.8,2.2,.818,1.4,2.2,3.6,5.2,1.4,0.1,1.8,2.3,14.6
wilkige01 1991,Gerald Wilkins,1986,1999,6-6,185,27,NYK,NBA,SG,3,1,26.0,4.7,12.7,.368,0.7,2.3,.286,4.0,10.3,.387,.395,0.7,0.7,1.000,0.7,2.0,2.7,1.7,1.7,0.3,2.7,3.7,10.7
wilkige01 1992,Gerald Wilkins,1986,1999,6-6,185,28,NYK,NBA,SG,12,12,28.7,3.8,9.1,.413,0.1,1.1,.077,3.7,8.0,.458,.417,1.3,1.9,.696,1.0,1.5,2.5,2.8,0.4,0.1,1.3,2.9,8.9
wilkige01 1993,Gerald Wilkins,1986,1999,6-6,185,29,CLE,NBA,SF,9,2,26.2,4.2,9.7,.437,0.4,1.3,.333,3.8,8.3,.453,.460,1.4,1.9,.765,0.7,1.1,1.8,2.7,1.0,0.2,1.2,1.8,10.3
wilkige01 1994,Gerald Wilkins,1986,1999,6-6,185,30,CLE,NBA,SG,3,3,42.0,6.7,15.0,.444,2.3,5.3,.438,4.3,9.7,.448,.522,4.7,5.3,.875,1.0,3.3,4.3,3.3,1.0,0.0,1.0,2.0,20.3
wilkige01 1997,Gerald Wilkins,1986,1999,6-6,185,33,ORL,NBA,SG,5,0,28.8,3.2,9.0,.356,0.6,1.8,.333,2.6,7.2,.361,.389,2.4,2.8,.857,0.6,1.2,1.8,0.8,0.0,0.4,0.6,1.4,9.4
wilksmi01 2003,Mike Wilks,2003,2010,5-10,185,23,MIN,NBA,PG,4,0,1.8,0.3,0.5,.500,0.3,0.3,1.000,0.0,0.3,.000,.750,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8
wilksmi01 2004,Mike Wilks,2003,2010,5-10,185,24,HOU,NBA,PG,2,0,2.5,0.0,0.0,,0.0,0.0,,0.0,0.0,,,0.0,0.0,,0.0,0.0,0.0,0.5,0.0,0.0,0.5,0.0,0.0
williar01 1969,Art Williams,1968,1975,6-1,180,29,SDR,NBA,PG,6,,17.0,2.0,4.2,.480,,,,2.0,4.2,.480,.480,0.5,1.2,.429,,,2.8,5.3,,,,2.5,4.5
williar01 1972,Art Williams,1968,1975,6-1,180,32,BOS,NBA,PG,11,,15.7,2.3,5.8,.391,,,,2.3,5.8,.391,.391,1.4,1.8,.750,,,2.5,3.0,,,,2.7,5.9
williar01 1973,Art Williams,1968,1975,6-1,180,33,BOS,NBA,PG,10,,15.6,2.1,4.7,.447,,,,2.1,4.7,.447,.447,0.6,0.8,.750,,,2.7,4.1,,,,3.1,4.8
williar01 1974,Art Williams,1968,1975,6-1,180,34,BOS,NBA,PG,12,,8.0,0.8,2.3,.370,,,,0.8,2.3,.370,.370,0.6,0.7,.875,0.3,1.6,1.9,2.4,0.6,0.0,,1.2,2.3
williaa01 1998,Aaron Williams,1994,2008,6-9,220,26,SEA,NBA,PF,3,0,2.3,0.0,1.0,.000,0.0,0.0,,0.0,1.0,.000,.000,0.7,0.7,1.000,0.3,0.0,0.3,0.0,0.0,0.3,0.3,0.0,0.7
williaa01 2002,Aaron Williams,1994,2008,6-9,220,30,NJN,NBA,PF,20,0,20.8,2.3,4.8,.479,0.0,0.1,.000,2.3,4.8,.484,.479,1.9,2.3,.826,1.2,2.3,3.5,0.8,0.4,0.8,1.2,3.9,6.5
williaa01 2003,Aaron Williams,1994,2008,6-9,220,31,NJN,NBA,C,19,0,17.9,2.6,5.6,.472,0.0,0.0,,2.6,5.6,.472,.472,1.2,1.6,.742,1.7,2.8,4.6,0.9,0.3,0.9,0.7,2.8,6.5
williaa01 2004,Aaron Williams,1994,2008,6-9,220,32,NJN,NBA,C,11,0,13.5,1.6,3.0,.545,0.0,0.0,,1.6,3.0,.545,.545,0.5,0.9,.600,0.6,1.4,2.0,0.4,0.0,0.6,1.4,3.7,3.8
willial02 2000,Alvin Williams,1998,2007,6-5,185,25,TOR,NBA,PG,1,0,1.0,0.0,0.0,,0.0,0.0,,0.0,0.0,,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
willial02 2001,Alvin Williams,1998,2007,6-5,185,26,TOR,NBA,SG,12,12,40.5,5.8,13.3,.431,0.8,2.3,.357,4.9,11.0,.447,.463,1.4,2.1,.680,0.5,2.4,2.9,4.2,1.3,0.7,1.3,2.8,13.8
willial02 2002,Alvin Williams,1998,2007,6-5,185,27,TOR,NBA,PG,5,5,39.2,4.8,15.0,.320,0.6,2.8,.214,4.2,12.2,.344,.340,1.8,2.2,.818,0.4,4.4,4.8,5.6,1.2,0.4,1.6,2.4,12.0
willibe01 1972,Bernie Williams,1970,1974,6-3,175,26,VIR,ABA,SG,11,,32.4,7.6,17.3,.442,0.2,0.4,.500,7.5,16.9,.441,.447,1.7,2.5,.704,,,4.3,2.1,,,2.5,3.5,17.2
willibe01 1973,Bernie Williams,1970,1974,6-3,175,27,VIR,ABA,SG,3,,8.0,1.0,2.7,.375,0.0,0.3,.000,1.0,2.3,.429,.375,0.3,0.3,1.000,0.0,0.0,0.0,0.3,,,2.3,1.3,2.3
willibu01 1982,Buck Williams,1982,1998,6-8,215,21,NJN,NBA,PF,2,,39.5,7.0,13.0,.538,0.0,0.0,,7.0,13.0,.538,.538,3.5,7.5,.467,5.5,5.0,10.5,1.5,0.5,1.0,2.0,3.5,17.5
willibu01 1983,Buck Williams,1982,1998,6-8,215,22,NJN,NBA,PF,2,,42.5,5.5,11.0,.500,0.0,0.0,,5.5,11.0,.500,.500,8.0,10.0,.800,4.5,7.0,11.5,2.0,1.0,1.0,2.5,6.0,19.0
willibu01 1984,Buck Williams,1982,1998,6-8,215,23,NJN,NBA,PF,11,,43.0,5.7,11.8,.485,0.0,0.0,,5.7,11.8,.485,.485,4.1,7.4,.556,5.2,8.9,14.1,1.5,1.4,1.5,2.6,4.0,15.5
willibu01 1985,Buck Williams,1982,1998,6-8,215,24,NJN,NBA,PF,3,3,41.0,8.7,13.3,.650,0.0,0.0,,8.7,13.3,.650,.650,7.3,10.0,.733,4.7,6.0,10.7,0.3,1.0,1.7,2.0,4.0,24.7
willibu01 1986,Buck Williams,1982,1998,6-8,215,25,NJN,NBA,PF,3,3,42.0,7.0,9.7,.724,0.0,0.0,,7.0,9.7,.724,.724,6.7,8.7,.769,4.0,6.3,10.3,0.7,2.0,0.3,2.0,5.0,20.7
willibu01 1990,Buck Williams,1982,1998,6-8,215,29,POR,NBA,PF,21,21,37.0,4.8,9.5,.508,0.0,0.0,,4.8,9.5,.508,.508,3.4,5.0,.676,3.2,6.0,9.2,1.9,0.6,0.3,2.0,3.5,13.0
willibu01 1991,Buck Williams,1982,1998,6-8,215,30,POR,NBA,PF,16,16,35.8,4.1,8.1,.500,0.0,0.0,,4.1,8.1,.500,.500,2.2,3.6,.603,3.3,5.6,8.9,0.9,0.6,0.3,1.5,3.4,10.3
willibu01 1992,Buck Williams,1982,1998,6-8,215,31,POR,NBA,PF,21,21,36.1,3.1,6.2,.508,0.0,0.0,,3.1,6.2,.508,.508,3.3,4.3,.758,2.9,5.6,8.5,1.0,1.3,0.8,2.1,3.5,9.6
willibu01 1993,Buck Williams,1982,1998,6-8,215,32,POR,NBA,PF,4,4,29.8,2.8,5.8,.478,0.0,0.0,,2.8,5.8,.478,.478,3.3,4.8,.684,3.0,4.3,7.3,0.3,0.3,0.8,1.5,3.0,8.8
willibu01 1994,Buck Williams,1982,1998,6-8,215,33,POR,NBA,PF,4,4,31.3,4.8,7.0,.679,0.0,0.0,,4.8,7.0,.679,.679,3.3,3.8,.867,3.5,5.3,8.8,0.5,1.0,0.5,2.0,2.8,12.8
willibu01 1995,Buck Williams,1982,1998,6-8,215,34,POR,NBA,PF,3,3,34.3,3.0,5.0,.600,0.0,0.0,,3.0,5.0,.600,.600,2.3,3.7,.636,2.7,3.7,6.3,0.3,1.3,0.7,1.3,4.7,8.3
willibu01 1996,Buck Williams,1982,1998,6-8,215,35,POR,NBA,PF,5,1,26.6,1.8,4.6,.391,0.2,0.4,.500,1.6,4.2,.381,.413,1.0,1.4,.714,2.6,2.4,5.0,0.2,0.2,0.8,1.0,3.6,4.8
